kode,nama_makanan,energi_kal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,status_makanan,kelompok_makanan
ER041,"Jeruk ragi, segar",49,0.7,0.2,11.1,0.5,36,67,0.7,4,457.3,155,0.2,0,0.03,0.03,0.2,30,Tunggal,Buah
ER042,"Kawista, segar",120,3.5,2.5,20.8,4.6,190,230,1.6,9,1015.6,308.43,0.4,0,0.07,0.07,0.4,3,Tunggal,Buah
ER043,"Kedondong masak, segar",46,1,0.1,10.3,2.6,15,22,2.8,2,216.2,0.03,0.1,0,0.08,0.23,0.3,30,Tunggal,Buah
ER044,"Kedondong, segar",47,0.5,0.2,10.4,2.7,7,58,0.8,2,0,0,0.2,0,0.07,0.04,0.4,32,Tunggal,Buah
ER045,"Kelapa hutan, kering",623,2,52.1,36.5,15.3,120,280,3.8,100,460,1.7,1.9,0,0,0,0.2,0,Tunggal,Buah
ER046,"Kelapa muda, daging, segar",68,1,0.9,14,0,7,30,1,18,564.6,0.14,0.4,0,0.06,0.02,0.6,4,Tunggal,Buah
ER047,"Kemang, segar",48,1,0.2,11.9,1.7,10,24,0.1,2,88.6,0.04,0.1,0,0.08,0.01,0.3,58,Tunggal,Buah
ER048,"Kesemek, segar",78,0.8,0.4,20,0.6,6,26,0.3,0.3,34.5,0.13,0.1,0,0.05,0,0.1,11,Tunggal,Buah
ER049,"Kokosan, segar",86,1.6,0.2,13,1.4,22,38,1.3,2,118.3,0.08,0.2,0,0.04,0.04,1.5,3,Tunggal,Buah
ER050,"Kranji, segar",315,2.1,1.4,73.5,0,160,120,3.7,0,0,0,0,0,0.02,0,0,0,Tunggal,Buah
ER051,"Langsat, segar",56,0.9,0.2,14.3,1.4,17,24,1.1,1,232,0.09,0.2,0,0.07,0,0.8,9,Tunggal,Buah
ER052,"Lemon, segar",34,0.5,0.8,6.2,0.1,23,20,0.3,31,140,0.1,0.2,0,0.09,0.12,0.3,50,Tunggal,Buah
ER053,"Lontar, segar",27,0.4,0.2,6,1.6,91,243,0.5,0,0,0,0,0,0.03,0,0,0,Tunggal,Buah
ER054,"Mangga, segar",52,0.7,0,12.3,1.6,20,16,1,3,140,0.33,0,0,0.03,0.01,0.3,12,Tunggal,Buah
ER055,"Mangga benggala, segar",63,2.4,0.4,12.4,5.8,9,13,0.2,3,79,0.1,0.1,0,0.18,0.01,0.4,43,Tunggal,Buah
ER056,"Mangga gedung, segar",44,0.7,0.2,11.2,1.6,13,10,0.2,2,83.6,0.04,0.1,0,0.08,0.01,0.3,30,Tunggal,Buah
ER057,"Mangga golek, segar",63,0.5,0.2,16.7,2.3,14,10,0.7,3,118.1,0.05,0.1,0,0.08,0.02,0.4,65,Tunggal,Buah
ER058,"Mangga harumanis, segar",46,0.4,0.2,11.9,1.7,15,9,0.2,2,88.9,0.04,0.1,0,0.08,0.01,0.3,6,Tunggal,Buah
ER059,"Mangga indramayu, segar",72,0.8,0.2,18.7,2.5,13,10,1.9,3,131.4,0.06,0.1,0,0.06,0.02,0.5,16,Tunggal,Buah
ER060,"Mangga kopek, segar",56,0.4,0.2,14.6,2,16,10,1.7,2,102.9,0.04,0.1,0,0.03,0.01,0.4,27,Tunggal,Buah
ER061,"Mangga kwini, segar",86,0.7,0.5,19.8,6.5,11,11,0.2,1,16,0.1,0.1,0,0.15,0.02,0.5,18,Tunggal,Buah
ER062,"Mangga manalagi, segar",133,1,0.1,32.1,11.8,20,23,1,70,161,0,0,0,0.07,0,0.6,61,Tunggal,Buah
ER063,"Mangga muda, segar",59,0.5,0.4,15.1,0,12,11,0.4,2,108.2,0.05,0.1,0,0.06,0.02,0.4,2,Tunggal,Buah
ER064,"Manggis, segar",63,0.6,0.6,15.6,1.5,8,12,0.8,10,61.9,0.1,0.1,0,0.03,0.03,0.3,5,Tunggal,Buah
ER065,"Markisa, segar",144,3.5,1.2,29.8,11.4,27,203,1.4,37,453.8,0.11,0.1,0,0.02,0.17,2,10,Tunggal,Buah
ER066,"Matoa, segar",90,1.2,0.1,21.1,0.5,20,40,0.6,10,190,0.3,0.6,0,0.18,0.09,0.5,54,Tunggal,Buah
ER067,"Melon, segar",37,0.6,0.4,7.8,1,12,14,0.4,167,167,0.3,0.1,0,0.02,0.1,0,0.2,Tunggal,Buah
ER068,"Menteng, segar",65,1.7,0.3,16.1,0,13,20,0.8,0,0,0,0,0,0,0,0,0,Tunggal,Buah
ER069,"Nanas palembang, segar",58,0.7,0.2,13.3,1.6,29,15,0.6,7,117,0.03,0.1,0,0.26,0.03,0.2,11,Tunggal,Buah
ER070,"Nanas, segar",40,0.6,0.3,9.9,0.6,22,14,0.9,18,111,0.03,0.1,0,0.02,0.04,0.2,22,Tunggal,Buah
ER071,"Nangka masak pohon, segar",106,1.2,0.3,27.6,3.7,20,19,0.9,2,407,246.58,1.4,0,0.07,0.1,1,7,Tunggal,Buah
ER072,"Pala, daging, segar",42,0.3,0.2,10.9,0.5,32,24,1.5,0,0,0,0,0,0,0,0,22,Tunggal,Buah
ER073,"Pepaya, segar",46,0.5,12,12.2,1.6,23,12,1.7,4,221,0.02,0.3,0,0.04,0.06,0.4,78,Tunggal,Buah
ER074,"Pisang ambon, segar",108,1,0.8,24.3,1.9,20,30,0.2,10,0,0.2,0.2,0,0.05,0.11,0.1,9,Tunggal,Buah
ER075,"Pisang angleng (pisang ampyang), segar",68,1.3,0.2,17.2,0.8,10,26,0.6,23,215.7,0.04,0,0,0.08,0.05,2.5,6,Tunggal,Buah
ER076,"Pisang ayam, segar",120,1.1,0.2,26.8,4.1,20,61,0.4,6,392,0.1,0.3,0,0.1,0.02,1,26,Tunggal,Buah
ER077,"Pisang gapi, segar",127,2.1,0.3,31.1,11.7,0,40,0.3,40,392,0,0.3,0,0.18,0.02,0.3,13,Tunggal,Buah
ER078,"Pisang goroho, segar",115,1.9,0.2,27.9,4.6,0,30,0.2,36,359,0,0.3,0,0.15,0.02,1.1,10,Tunggal,Buah
ER079,"Pisang hijau, segar",117,2,0.3,28.9,0.4,0,37,0.9,31,529.4,0.28,0.6,0,0.13,0.06,0,13,Tunggal,Buah
ER080,"Pisang kayu, segar",100,1.4,0.5,23.6,2.6,15,0,0.1,1,493,0.08,0.3,0,0.1,0,0.6,11,Tunggal,Buah
ER081,"Pisang kepok, segar",109,0.8,0.5,26.3,5.7,10,30,0.5,10,300,0.1,0.2,0,0.1,0,0.1,9,Tunggal,Buah
ER082,"Pisang ketip, segar",145,1.1,0.3,34.5,6.6,5,54,0.1,4,726,0.15,0.5,0,0.13,0.02,0.8,95,Tunggal,Buah
ER083,"Pisang kidang, segar",96,1,0.2,22.5,0.6,87,173,0.6,6,418.8,0.22,0.5,0,0.04,0.1,0.9,2,Tunggal,Buah
ER084,"Pisang lampung, segar",99,1.3,0.2,25.6,4.3,10,19,0.9,28,475,0.25,0.5,0,0.07,0.12,1,4,Tunggal,Buah
ER085,"Pisang mas bali ampenan, segar",92,1.4,0.2,21,3.7,7,29,1.2,32,272,0.18,0.4,0,0.09,0.03,0.6,11,Tunggal,Buah
ER086,"Pisang mas bali kopang, segar",127,1.4,0.2,31.8,3.7,10,0,0.1,43,616,0.12,0.4,0,0.21,0.05,0.9,17,Tunggal,Buah
ER087,"Pisang mas, segar",127,1.4,0.2,33.6,1.4,7,25,0.8,42,392,195.78,0.5,0,0.09,0.08,4.5,2,Tunggal,Buah
ER088,"Pisang raja sereh, segar",108,1.3,0.3,28.2,0.7,16,38,0.1,31,522.6,0.27,0.6,0,0.02,0.08,1.1,2,Tunggal,Buah
ER089,"Pisang raja, segar",120,1.2,0.2,31.8,5.3,10,22,0.8,35,582.2,0.31,0.7,0,0.06,0.14,1.2,10,Tunggal,Buah
ER090,"Pisang rotan, segar",98,1.3,1.2,20.5,1,17,51,1.1,24,406.9,0.21,0.5,0,0.01,0.1,0.9,2,Tunggal,Buah
ER091,"Pisang talas, segar",113,1.2,0.2,26.7,4.4,22,22,0.6,29,48,0.26,0.1,0,0.12,0.03,1,9,Tunggal,Buah
ER092,Pisang tujuh bulan,94,0.6,0.2,22.5,3.7,50,20,0.2,0,4,0.1,0.4,0,0.03,0.03,0.3,6,Tunggal,Buah
ER093,"Pisang ua, segar",128,0.8,0.5,30.2,8.1,12,28,0.7,33,382,0.2,0.3,0,0.09,0.01,1.2,4,Tunggal,Buah
ER094,"Pisang uli, segar",134,1.1,0.5,35.5,1.4,31,53,0.9,39,650.3,0.34,0.7,0,0.11,0.16,1.4,3,Tunggal,Buah
ER095,"Purut, segar",76,4.1,1.1,15.2,1.7,30,76,0.6,10,285.2,0,0,0,0.01,0.11,0,0,Tunggal,Buah
ER096,"Rambutan binjai, segar",76,0.5,0.2,18,3.8,15,22,1.2,22,120,0.2,0.2,0,0.19,0.01,0.4,13,Tunggal,Buah
ER097,"Rambutan, segar",69,0.9,0.1,18.1,0.8,16,16,0.5,16,104.2,0.17,0.1,0,0,0.07,0.5,58,Tunggal,Buah
ER098,"Salak bali, segar",57,0.5,0.1,13.6,1.3,94,25,2.1,0,0,0.08,0.2,0,0,0,0,0.4,Tunggal,Buah
ER099,"Salak medan, segar",55,0.4,0.2,12.8,3.2,6,46,0.5,39,113,0.2,0.3,0,0.04,0.03,0,58,Tunggal,Buah
ER100,"Salak pondoh, segar",87,0.8,0.4,20.1,0,38,31,3.9,0,0,0.08,0.2,0,0,0.12,0.1,8,Tunggal,Buah
ER101,"Salak, segar",77,0.4,0,20.9,0,28,18,4.2,0,0,0.08,0.2,0,0.04,0,0,2,Tunggal,Buah
ER102,"Sawo duren, segar",64,1,3.1,8,0.8,18,45,0.8,13,111.4,0.02,0.1,0,0.01,0.02,0.1,1,Tunggal,Buah
ER103,"Sawo kecik, segar",111,0.9,2.3,21.6,1,20,185,0.7,28,117.8,0.04,0.1,0,0,0.04,1.5,19,Tunggal,Buah
ER104,"Sawo Manila, segar",92,0.5,1.1,22.4,9.5,25,12,1,26,110.2,0.04,0.1,0,0.01,0.04,1.4,21,Tunggal,Buah
ER105,"Semangka, segar",28,0.5,0.2,6.9,0.4,7,12,0.2,7,93.8,0.04,0.1,0,0.05,0.05,0.3,6,Tunggal,Buah
ER106,"Sirsak, segar",65,1,0.3,16.3,3.2,14,27,0.6,2,298.9,0.08,1,0,0.07,0.08,0.7,20,Tunggal,Buah
ER107,"Sowa, segar",48,1.6,0.6,9.1,45,50,40,0.3,9,0,0.1,1.5,0,0.15,0.23,0.2,4,Tunggal,Buah
ER108,"Srikaya, segar",63,1.1,0.5,13.9,2.1,127,30,2.7,0,0,0,0,0,0.08,0,0,28,Tunggal,Buah
ER109,"Sukun muda, segar",119,1.4,0.2,28.1,1.4,24,44,1.4,24,414.4,0.09,0.1,0,0.17,0.17,3.7,52,Tunggal,Buah
ER110,"Sukun tua, segar",126,1.6,0.2,24.5,1.5,37,47,1.6,25,436,0.09,0.1,0,0.18,0.17,3.9,58,Tunggal,Buah
ER111,"Vigus, segar",44,2.4,0.1,8.3,0,30,20,0.3,2,180,0.1,0.2,0,0.26,0.01,0,43,Tunggal,Buah
ER112,"Wani, segar",74,0.8,0.3,17.1,3.1,66,29,1.2,0,0,0,0,0,0.08,0,0,80,Tunggal,Buah
ER113,"Mentimun Suri, segar",16,1.3,0,2.1,0.9,768,422,0,0,1008,0,0,0,0,0,0,25,Tunggal,Buah
ER114,"Blewah, segar",34,0.8,0.2,8.2,0.9,9,15,0.2,16,267,0.04,0.2,0,0.04,0.02,0.7,37,Tunggal,Buah
FP001,"Ayam, ampela, goreng",270,32.3,11.2,9.9,0,129,314,4.9,980,0,0.12,3.3,56,0.21,0,4.7,0,Olahan,Daging
FP002,"Ayam, usus, goreng",473,45.2,26.3,13.9,0,1407,458,8.4,0,0,0,0,6,0.57,0,0,0,Olahan,Daging
FP003,"Bebek, daging, goreng",300,24,20.7,4.5,0,170,170,4.1,34,6,0.4,3,0,0.1,0.4,10.6,0,Olahan,Daging
FP004,"Buaya, daging, dendeng, mentah",365,49.6,4.8,30.8,0,60,130,4.3,500,680,0.2,11.6,0,0,0,0.2,0,Olahan,Daging
FP005,Ham,384,16.9,35,0.3,0,10,136,2.5,112,819.3,0.11,0.4,0,0.7,0.95,9.7,0,Olahan,Daging
FP006,"Itik alabio, daging, dendeng, mentah",496,30.3,33.5,18.4,0,135,370,12.5,1081,478,0.7,0.3,0,0,0,0,0,Olahan,Daging
FP007,Kerupuk urat,588,53.7,40.9,1.2,0,36,15,1.3,1024,37,0.1,0.2,2802,0,0,0,0,Olahan,Daging
FP008,"Menjangan, daging, dendeng, mentah",322,55.8,2,22.7,0,55,310,2.1,765,1282,1.7,3.2,3391,0,0,0,0,Olahan,Daging
FP009,"Punai, daging, goreng",224,26.2,11.3,4.4,0,362,362,3.1,2,19,0.3,1.6,0,0,0,0,0,Olahan,Daging
FP010,"Rusa, daging, dendeng, mentah",536,40.5,41.5,0,0,90,420,13.4,130,690,0.3,10.7,285,0,0,0.2,0,Olahan,Daging
FP011,"Sapi, abon",212,18,10.6,59.3,7.5,150,209,12.3,0,0,0,0,0,0.17,0,0,0,Olahan,Daging
FP012,"Sapi, abon, asli",358,14.6,16.1,38.6,2.5,165,136,14.6,0,0,0,0,3,0.13,0,0,0,Olahan,Daging
FP013,"Sapi, daging, asap",182,32,6,0,0,15,300,5,162,485.4,0.03,5.1,6,0.12,0.23,5.9,0,Olahan,Daging
FP014,"Sapi, daging, dendeng, mentah",301,55,9,0,0,30,370,5.1,0,0,0,0,0,0.1,0,0,0,Olahan,Daging
FP015,"Sapi, daging, kornet",289,16,25,0,0,10,170,4,794,94.4,0.07,4,0,0.01,0.16,2.7,0,Olahan,Daging
FP016,"Sapi, daging, sosis (Worst)",448,14.5,42.3,2.3,0,28,61,1.1,765,284.5,0.06,1.7,0,0.1,0.18,4.9,0,Olahan,Daging
FP017,"Sapi, hati, sosis (liverworst)",274,16,22,3,2.3,20,150,4,654,158.8,0.22,2.2,1201,0.2,0.96,4,0,Olahan,Daging
FP018,"Sapi, paru, dendeng, mentah",360,57.3,6,19.2,0,126,903,21.1,1483,864,1.2,6.1,2827,0,0,0,0,Olahan,Daging
FP019,"Sapi, paru, goreng",268,23.9,12.7,14.5,0,102,315,8.8,923,299,0,1.5,790,0,0,0,0,Olahan,Daging
FP020,"Ulat sagu, panggang",380,11.9,30.3,14.9,4.8,30,120,1.5,260,550,3.1,14.2,0,0.5,2.5,0.1,0,Olahan,Daging
FP021,"Ayam goreng church texas, dada",338,35.2,20.6,0.4,0,79,221,5.6,800,369.5,0.16,1.1,16,0.52,0.16,12.1,0,Olahan,Daging
FP022,"Ayam goreng church,texas paha",287,31,15.7,1.7,0,99,176,4.1,723,257,0.17,1.5,22,0.66,0.2,5.3,0,Olahan,Daging
FP023,"Ayam goreng church texas, sayap",295,34,16,1.5,0,81,179,3,771,237.2,0.16,1.2,13,0.44,0.13,6.2,0,Olahan,Daging
FP024,"Ayam goreng kalasan, paha",275,37.4,12.2,1.3,0,116,237,5.8,176,321.9,0.16,1.5,10,0.1,0,0,0,Olahan,Daging
FP025,"Ayam goreng kentucky, dada",298,34.2,16.8,0.1,0,90,284,5.5,741,342,0.07,1,36,0.19,0,0,0,Olahan,Daging
FP026,"Ayam goreng Kentucky, paha",286,32.1,16.1,1.1,0,89,248,6.9,746,265.2,0.09,2.3,31,0.5,0.21,5.5,0,Olahan,Daging
FP027,"Ayam goreng Kentucky,sayap",297,35.9,15.2,1.6,0,103,227,4.4,807,248.4,0.06,1.4,22,0.73,0.14,6.5,0,Olahan,Daging
FP028,Ayam goreng mbok berek dada,295,39.2,13.6,1,0,114,278,5.4,0,0,0,0,8,0.19,0,0,0,Olahan,Daging
FP029,"Ayam goreng pasundan, dada",246,37.9,9,0.7,0,90,260,7.5,0,0,0,0,6,0.16,0,0,0,Olahan,Daging
FP030,"Ayam goreng pasundan, paha",245,33.1,11.4,0.3,0,90,283,7.3,0,0,0,0,8,0.37,0,0,0,Olahan,Daging
FP031,"Ayam goreng pioneer, dada",295,37.4,14.7,0.6,0,108,236,6.8,0,0,0,0,16,0.1,0,0,0,Olahan,Daging
FP032,"Ayam goreng sukabumi, dada",244,36.7,9.2,1,0,81,154,6.1,0,0,0,0,20,0.66,0,0,0,Olahan,Daging
FP033,"Ayam goreng sukabumi, paha",283,35.7,14.3,0.5,0,68,106,5.4,0,0,0,0,11,0.36,0,0,0,Olahan,Daging
FP034,"Ayam taliwang, masakan",264,18.2,20.1,2.7,0,94,164,2,507,408,0.4,12.3,1067,0,0,0,0,Olahan,Daging
FP035,"Babi hutan masak rica, masakan",491,24.6,16.3,0.2,0,18,144,1.2,1415,327,0.2,2.6,2193,0.61,0.47,0,0.2,Olahan,Daging
FP036,Beef burger,258,10.6,9.5,32.5,0.4,210,157,2.6,572,189.1,0,0,218,0.95,0,0,0,Olahan,Daging
FP037,"Beef teriyaki, masakan",151,8.6,3.1,22.3,0.3,142,62,2.3,377,0,0,0,22,0.53,0,0,0,Olahan,Daging
FP038,"Beef yakiniku, masakan",132,9.8,1.1,20.7,0.3,302,67,2,409,0,0,0,78,0.62,0,0,0,Olahan,Daging
FP039,Brongkos,141,15.3,3.3,12.6,1,87,97,5.1,0,0,0,0,4,0.4,0,0,0,Olahan,Daging
FP040,"Bulgogi, masakan",72,11.4,4.9,1.4,1.7,214,86,2.5,509,0,0,0,17,1.08,0,0,0,Olahan,Daging
FP041,"Chicken teriyaki, masakan",168,13,9.6,7.5,0.8,137,106,3.1,959,0,0,0,68,0.65,0,0,0,Olahan,Daging
FP042,"Chikiniku, masakan",143,9.8,1.4,22.8,0.4,301,63,2,531,0,0,0,27,0.73,0,0,0,Olahan,Daging
FP043,"Coto mangkasara, kuda, masakan",96,6.8,5.9,3.8,0,11,106,2.3,96,31,0.1,1,0,0.23,0.14,4.2,0,Olahan,Daging
FP044,"Coto mangkasara, sapi, masakan",84,6,6,1.4,0,8,104,4,90,25,0.3,0.6,0,0.16,0.14,10.3,0,Olahan,Daging
FP045,"Djibokum, masakan",248,10,2.3,40.9,0.1,116,110,2.8,401,0,0,0,52,0.75,0,0,0,Olahan,Daging
FP046,"Empal (daging) Goreng, masakan",248,36.2,6.9,10.1,0,131,235,6.4,848,0,0,0,112,0.55,0,0,0,Olahan,Daging
FP047,Gulai kambing,126,4.2,9.4,6.2,0,45,73,1.3,302,138,0.2,1.1,151,0.13,0.01,0,0,Olahan,Daging
FP048,"Jangang bintatoeng, masakan",107,5.3,2.2,16.5,0,64,61,2.5,482,406,0.2,0.8,0,0.18,0.02,3.4,0,Olahan,Daging
FP049,"Kalio ayam, masakan",203,16,13.5,4.4,0,278,177,4.2,534,0,0,0,105,0.35,0,0,0,Olahan,Daging
FP050,"Kalio jeroan, masakan",163,16.5,9,4.1,0,102,268,7.1,570,0,0,0,298,0.7,0,0,0,Olahan,Daging
FP051,"Kalio kikil (tunjang), masakan",122,13.8,5.7,3.9,0,154,59,3.4,519,0,0,0,36,0.38,0,0,0,Olahan,Daging
FP052,"Kalio otak, masakan",157,8.1,8.8,11.4,0,212,69,3.3,604,0,0,0,32,0.45,0,0,0,Olahan,Daging
FP053,"Lawar babi, masakan",174,17,10,3,0,61,141,3,0,0,0,0,0,0.1,0,0,0,Olahan,Daging
FP054,"Lawar penyu, masakan",141,23,1.5,7.6,0,69,141,6,0,0,0,0,0,0.1,0,0,0,Olahan,Daging
FP055,"Lawara jangang, masakan",159,5,10.9,10.1,0,57,107,1.5,400,2368,0.1,1,14,0.25,0.16,0,0,Olahan,Daging
FP056,"Naan maran sapi, masakan",478,38.3,33.9,5.1,0,30,390,11.8,220,320,0.6,3.9,33,0,0,0.2,0,Olahan,Daging
FP057,"Nasu likku, masakan",196,14.5,8.3,15.9,0,69,157,1,386,470,0.3,2,0,0.2,0.24,1.5,0,Olahan,Daging
FP058,"Oramu ninahu ndawa olaho, masakan",117,13.7,5,4.3,0,964,804,2,0,727,0.3,1.5,4095,0.77,0.04,1.7,0,Olahan,Daging
FP059,"Paniki masak santan, masakan",460,28.5,35.2,7.2,0,188,357,5.5,2002,532,0.4,2.5,954,0.27,0.19,0,0,Olahan,Daging
FP060,"Pelolah manuk, masakan",219,19.7,13.6,4.4,0,33,160,1.6,577,0,0,0,137,0.42,0,0,0,Olahan,Daging
FP061,"Rawon, masakan",60,5.4,2.5,4,0.3,272,153,3.3,0,0,0,0,11,0.09,0,0,0,Olahan,Daging
FP062,"Rendang sapi, masakan",193,22.6,7.9,7.8,0,474,211,14.9,0,0,0,0,21,0.12,0,0,0,Olahan,Daging
FP063,"RW, anjing, masakan",198,24.6,10.7,0.9,0,1071,876,4,1604,226,0.1,2.8,256,0.35,0.2,0,0,Olahan,Daging
FP064,"Sate, penyu, masakan",179,22.5,3.5,13.3,0,187,238,14.4,0,0,0,0,0,0.1,0,0,0,Olahan,Daging
FP065,"Sate pusut, masakan",274,12.9,18.6,13.6,0,63,190,2.7,609,0,0,0,133,0.06,0,0,0,Olahan,Daging
FP066,"Penyu, serapah, masakan",174,13.1,12.2,2.2,0,72,186,9.5,0,507,0.8,2.4,1302,0,0,0,0,Olahan,Daging
FP067,"Sie reuboh, masakan",474,11.2,42.5,11.7,0,26,62,1.3,677,176,2.4,3.2,141,0.46,0.26,0,0,Olahan,Daging
FP068,"Sop buntut, masakan",71,7.5,3.6,2.2,0,286,38,3.2,490,0,0,0,119,0.14,0,0,0,Olahan,Daging
FP069,"Sop daging sapi, masakan",49,5.8,0.5,5.3,0,158,48,2.2,391,0,0,0,101,0.37,0,0,0,Olahan,Daging
FP070,"Sop kaki sapi, masakan",68,9,1.9,3.7,0,302,15,2.2,435,0,0,0,48,0.46,0,0,0,Olahan,Daging
FP071,"Sop kambing, masakan",34,5.5,0.8,1.1,0,145,37,1.6,348,0,0,0,48,0.57,0,0,0,Olahan,Daging
FP072,"Sop konro, masakan",71,7.4,2.6,4.5,0,17,60,4.6,184,25,0.3,1.3,0,0.12,0.02,10.9,0,Olahan,Daging
FP073,"Sop saudara, masakan",89,7.2,5,3.9,0,10,174,9,274,50,0.2,1.1,0,0.09,0.12,2,0,Olahan,Daging
FP074,"Soto bandung, masakan",42,3.9,1.7,2.8,0.4,74,75,1.8,0,0,0,0,6,0,0,0,0,Olahan,Daging
FP075,"Soto banjar, masakan",110,2.9,9.5,3.2,0,28,28,0.3,36,6,0,0.2,12,0.05,0,0,0,Olahan,Daging
FP076,"Soto betawi, masakan",135,2.5,8.8,11.5,0.5,222,72,1.9,0,0,0,0,6,0.04,0,0,0,Olahan,Daging
FP077,"Soto jeroan, masakan",92,11.8,4.3,1.4,0,218,48,1.9,363,0,0,0,85,0.36,0,0,0,Olahan,Daging
FP078,"Soto kudus, masakan",38,2.6,2.3,1.8,0.2,237,67,1.7,0,0,0,0,23,0.06,0,0.5,0,Olahan,Daging
FP079,"Soto madura, masakan",60,3.5,4.5,1.3,0,361,126,3.8,0,0,0,0,26,0.06,0,0,0,Olahan,Daging
FP080,"Soto padang, masakan",127,5.9,6.6,11,0.7,298,94,1.5,0,0,0,0,12,0.22,0,0,0,Olahan,Daging
FP081,"Soto pekalongan, masakan",94,3,6.8,5.1,0.3,322,79,2,0,0,0,0,14,0.29,0,0,0,Olahan,Daging
FP082,"Soto pemalang, masakan",75,3.6,5.2,3.5,0,170,80,2.1,0,0,0,0,16,0.13,0,0,0,Olahan,Daging
FP083,"Soto sukaraja, masakan",80,3.2,3.5,9,0.3,347,77,2.3,0,0,0,0,12,0.04,0,0,0,Olahan,Daging
FP084,"Soto sulung, masakan",86,2.3,8.5,0,0,200,120,2.9,0,0,0,0,20,0.08,0,0,0,Olahan,Daging
FP085,"Sukiyaki, masakan",75,5.6,0.4,12.2,0.2,109,59,0.5,426,0,0,0,41,0.37,0,0,0,Olahan,Daging
FP086,"Tedong pallu basa, masakan",83,10.4,3.4,2.8,0,10,139,2.6,397,34,0.6,1.3,0,0.09,0.53,9,0,Olahan,Daging
FP087,"Tikus rica, masakan",257,18.8,18.5,3.8,0,232,293,6.5,1724,308,0.5,2.3,674,0.28,0.38,0,0,Olahan,Daging
FP088,"Tinoransa, masakan",516,17.7,49.5,0,0,698,648,3.5,1307,320,0.1,1.8,710,0.29,0.17,0,0,Olahan,Daging
FR001,"Anak sapi, daging, gemuk, segar",184,18.8,14,0,0,10,200,2.2,118,490.1,0.17,5.8,12,0.13,0.17,7,0,Tunggal,Daging
FR002,"Anak sapi, daging, kurus, segar",174,19.6,10,0,0,11,201,2.9,96,399.8,0.14,4.8,6,0.08,0.14,5.7,0,Tunggal,Daging
FR003,"Anak sapi, daging, sedang, segar",190,19.1,12,0,0,11,193,2.9,99,412.7,0.14,4.9,12,0.14,0.15,5.9,0,Tunggal,Daging
FR004,"Angsa, daging, segar",349,16.4,31.5,0,0,15,188,1.8,71,299.2,0.26,1.7,273,0.1,0.24,7.1,0,Tunggal,Daging
FR005,"Ayam, daging, segar",298,18.2,25,0,0,14,200,1.5,109,385.9,0.11,2,245,0.08,0.14,10.4,0,Tunggal,Daging
FR006,"Ayam, dideh/darah, segar",75,13.8,1.9,0.7,0,15,9,1.3,337,234,0,0,15,0.02,0,0.6,0,Tunggal,Daging
FR007,"Ayam, hati, segar",261,27.4,16.1,1.6,0,118,373,15.8,1068,22.9,0.84,0,4957,0.64,4.38,4.1,0,Tunggal,Daging
FR008,"Babi, daging, gemuk,segar",453,11.9,45,0,0,7,117,1.8,112,819.3,0.22,0.4,0,0.58,0.59,5.9,0,Tunggal,Daging
FR009,"Babi, daging, kurus, segar",371,14.1,35,0,0,8,151,2.1,97,706.3,0.19,0.4,0,0.67,0.33,5.4,0,Tunggal,Daging
FR010,"Babi, ginjal, segar",110,16.3,4.6,0.8,0,11,246,8,139,390,0.71,3.2,39,0.58,1.59,9.1,13,Tunggal,Daging
FR011,"Babi, hati, segar",129,19.7,4.8,1.7,0,10,362,18,110,447,0.58,0.1,4303,0.4,1.16,5.7,23,Tunggal,Daging
FR012,"Bebek (itik), daging, segar",321,16,28.6,0,0,15,188,1.8,54,199,0.21,1.2,273,0.1,0.28,4.3,0,Tunggal,Daging
FR013,"Bebek alabio, daging, segar",303,11.3,27,3.7,0,20,293,4.8,50,260,0.7,2,0,0.36,0.04,4.1,0,Tunggal,Daging
FR014,"Belibis, daging, segar",131,20.2,4.3,2.8,0,8,192,9.6,46,104,1.2,1.6,0,0.37,0.08,2.7,0,Tunggal,Daging
FR015,"Burung, sarang, segar",281,37.5,0.3,32.1,0,485,18,3,0,0,0,0,0,0,0,0,0,Tunggal,Daging
FR016,"Domba, daging, gemuk, segar",317,15.7,27.7,0,0,9,157,2.4,64,242.1,0.11,3.7,0,0.14,0.23,6.5,0,Tunggal,Daging
FR017,"Domba, daging, kurus, segar",202,17.1,14.8,0,0,10,191,2.6,90,355,0.08,2.8,0,0.15,0.26,5.7,0,Tunggal,Daging
FR018,"Domba, ginjal, segar",100,16.6,3.3,1,0,13,237,9.2,167,296.1,0.48,2.4,348,0.51,2.35,8,13,Tunggal,Daging
FR019,"Kambing, daging, segar",149,16.6,9.2,0,0,11,124,1,96,268.7,0.31,4.9,0,0.09,0.23,5,0,Tunggal,Daging
FR020,"Kelinci, daging, segar",142,16.9,7.8,0,0,7,350,1,49,371.1,0,0,0,0.11,0.11,6.8,0,Tunggal,Daging
FR021,"Kerbau, daging, segar",79,18.7,0.5,0,0,14,221,3.3,91,273,0.13,1.6,0,0.06,0.17,5,0,Tunggal,Daging
FR022,"Kuda, daging, segar",113,18.1,4.1,0.9,0,10,150,2.7,46,315.7,0.13,2.5,0,0.07,0.07,3,0,Tunggal,Daging
